direction,zone,trigger,rr,rsi,k,trades,winrate,avg_r,sum_r,pf,h1_avg_r,h2_avg_r,pos_datasets,n_datasets
short,BB,candle+macd,2.5,9,3,876,0.2762557077625571,-0.039060957243412055,-34.21739854522896,0.9464698573238102,-0.08259843385997219,0.004675775559036225,4,10
long,SR+BB,candle,2.5,9,5,521,0.28214971209213047,-0.03935625101146287,-20.504606776972153,0.9471537027683841,-0.11948133181123452,0.04169691952730229,5,10
short,SR+BB,candle+macd,1.5,14,5,316,0.38607594936708867,-0.03958892724715506,-12.510101010101,0.9360130195551654,0.026490066225165563,-0.10006121824303636,6,10
short,FIB,candle,2.5,9,3,259,0.277992277992278,-0.04055350037530202,-10.503356597203222,0.9448652413016989,-0.19637870855148246,0.09397185920125663,4,10
short,FIB,candle,1.5,9,3,259,0.38610038610038605,-0.040793224039296874,-10.56544502617789,0.9341985131081265,-0.1797120418848158,0.07913669064748201,4,10
short,BB,candle+macd,1.5,9,5,797,0.3877038895859473,-0.04239788442940334,-33.79111389023446,0.932049632606761,0.022399321107332913,-0.10834339487438556,4,10
long,FIB,candle+macd,1.5,9,5,162,0.38271604938271603,-0.043209876543209874,-7.0,0.93,-0.09090909090909091,0.0,5,10
short,SR,candle+macd,1.5,9,3,984,0.3841463414634146,-0.044432720814050045,-43.721797281025246,0.9284096335259726,-0.09145734982315071,-0.0036542474608071487,4,10
long,SR,candle+macd,1.5,9,5,557,0.38420107719928187,-0.04561766420454279,-25.40903896193033,0.9266501848852658,-0.06049841651565693,-0.031210151366220233,4,10
short,SR+FIB,candle,1.5,14,5,84,0.38095238095238093,-0.047619047619047616,-4.0,0.9230769230769231,-0.3333333333333333,0.1111111111111111,5,10
long,SR+FIB,macd,1.5,14,3,129,0.37984496124031014,-0.050387596899224806,-6.5,0.91875,-0.18269230769230768,0.03896103896103896,4,10
short,SR,macd,2.5,14,3,477,0.2746331236897275,-0.050525275729107116,-24.100556522784096,0.9314547258936936,-0.07475233426229301,-0.030133388623954514,3,10
short,BB+FIB,candle,2.5,9,5,88,0.2727272727272727,-0.050601472260458656,-4.452929558920362,0.9309119137113905,-0.0375,-0.061519365810840866,3,9
short,SR,candle,2.5,9,3,1211,0.27580511973575556,-0.050854246479691716,-61.58449248690667,0.9313121150287953,-0.102720277983526,-0.004885754383614282,5,10
long,FIB,candle+macd,1.5,14,5,137,0.3795620437956204,-0.051094890510948905,-7.0,0.9176470588235294,-0.11971830985915492,0.022727272727272728,6,10
short,SR,candle,2.5,14,5,593,0.2748735244519393,-0.052127446090396046,-30.911575531604853,0.9294918810158641,0.03007684013393125,-0.11764177117220845,4,10
long,SR+FIB,candle,1.5,9,5,161,0.37888198757763975,-0.052795031055900624,-8.5,0.915,-0.07534246575342465,-0.03409090909090909,6,10
short,BB+FIB,candle+macd,1.5,9,5,66,0.3787878787878788,-0.05303030303030303,-3.5,0.9146341463414634,-0.10714285714285714,-0.013157894736842105,2,9
short,SR+BB+FIB,candle,2.5,9,3,111,0.2702702702702703,-0.05405405405405406,-6.0,0.9259259259259259,-0.09,-0.02459016393442623,3,10
long,FIB,candle,1.5,9,5,193,0.3782383419689119,-0.054404145077720206,-10.5,0.9125,-0.09883720930232558,-0.018691588785046728,7,10
short,SR+BB,macd,1.5,9,3,278,0.37769784172661874,-0.05575539568345324,-15.5,0.9104046242774566,-0.07196969696969698,-0.0410958904109589,5,10
short,SR,candle+macd,1.5,14,3,900,0.38,-0.05622284058087121,-50.60055652278409,0.9102191154051166,-0.13020625628100688,0.00765104005464965,4,10
long,SR,candle,1.5,14,5,532,0.37969924812030076,-0.05701592638466228,-30.332472836640335,0.9090023465805394,-0.1015625,-0.015697365350146115,4,10
long,BB,macd,1.5,14,5,293,0.3788395904436859,-0.057409922264754235,-16.82110722357299,0.9082423869333363,0.06793091834443549,-0.14937598283007686,4,10
long,SR+BB,candle,1.5,9,5,529,0.387523629489603,-0.057664663094465315,-30.504606776972153,0.9097509141433087,-0.1318337459641797,0.01622453644366526,5,10
short,SR,macd,1.5,14,3,477,0.38155136268343814,-0.05786280193455785,-27.600556522784096,0.9081819513508048,-0.09310095811550402,-0.028202886693452583,4,10
long,SR+FIB,candle,1.5,14,5,138,0.37681159420289856,-0.057971014492753624,-8.0,0.9069767441860465,-0.1044776119402985,-0.014084507042253521,7,10
short,FIB,candle,1.5,9,5,154,0.37662337662337664,-0.05844155844155844,-9.0,0.90625,-0.2753623188405797,0.11764705882352941,3,10
short,SR+FIB,candle+macd,1.5,14,3,133,0.39097744360902253,-0.05861660803894643,-7.796008869179875,0.9091331989455701,-0.26372429084792887,0.1,4,10
long,SR+BB+FIB,candle+macd,1.5,14,5,93,0.3763440860215054,-0.05913978494623656,-5.5,0.9051724137931034,-0.21568627450980393,0.13095238095238096,5,10
long,BB,candle,1.5,9,5,865,0.3826589595375723,-0.059542898008060285,-51.504606776972146,0.9060142813764089,-0.11816975528945144,-0.005974552748736073,5,10
short,BB,macd,2.5,9,3,482,0.2717842323651452,-0.05957966503159534,-28.717398545228953,0.9193823809210073,-0.14570542340713963,0.027263807997078466,4,10
short,BB,candle,1.5,9,5,913,0.38006571741511497,-0.061422803416658435,-56.07901951940915,0.9027383626165376,0.010022692929422703,-0.13333936896941703,4,10
short,SR+BB,candle,1.5,9,3,618,0.3770226537216829,-0.062344826319932684,-38.5291026657184,0.9007056367653159,-0.09067321560660967,-0.03474048532173308,3,10
long,FIB,macd,1.5,9,5,88,0.375,-0.0625,-5.5,0.9,-0.013157894736842105,-0.1,4,10
long,BB+FIB,macd,1.5,14,5,56,0.37499999999999994,-0.0625,-3.5,0.9,-0.10714285714285714,-0.017857142857142856,5,9
long,BB,macd,1.5,9,5,380,0.3763157894736842,-0.06268712427256051,-23.821107223572994,0.900046170894859,-0.003537215492576689,-0.1071177009137465,5,10
long,BB+FIB,candle,2.5,14,5,127,0.26771653543307083,-0.06299212598425197,-8.0,0.9139784946236559,-0.2222222222222222,0.09375,6,10
short,FIB,candle,2.5,14,5,110,0.2727272727272727,-0.06307192337295753,-6.937911571025328,0.9153272101033304,-0.3137254901960784,0.15359471913516393,4,10
long,SR,candle+macd,1.5,14,5,466,0.3776824034334764,-0.06310952566937839,-29.409038961930328,0.8997677812995184,-0.05877301352939394,-0.06737222483676736,5,10
short,SR+FIB,candle+macd,1.5,9,3,166,0.38554216867469876,-0.06503619800710768,-10.796008869179875,0.898909996885703,-0.30272234540527604,0.11702127659574468,4,10
long,SR+BB+FIB,candle+macd,1.5,9,5,107,0.3738317757009346,-0.06542056074766354,-7.0,0.8955223880597015,-0.19811320754716982,0.06481481481481481,6,10
short,SR+BB,candle+macd,1.5,14,3,447,0.37360178970917224,-0.06599552572706935,-29.5,0.8946428571428572,-0.15898617511520738,0.021739130434782608,4,10
short,BB+FIB,candle+macd,2.5,14,5,45,0.2666666666666666,-0.06666666666666667,-3.0,0.9090909090909091,-0.6111111111111112,0.2962962962962963,3,7
long,BB,candle,1.5,14,5,734,0.37465940054495916,-0.067711849921565,-49.7004978424287,0.8924698305725919,-0.11764705882352941,-0.020425723719970045,4,10
short,BB,candle+macd,1.5,14,5,729,0.37722908093278457,-0.06784040177959763,-49.45565289732667,0.8929428559058707,-0.026321558370420634,-0.10993270987674668,4,10
long,SR+BB,candle,2.5,14,5,436,0.26834862385321107,-0.06812040789547867,-29.700497842428703,0.9078198263462843,-0.1409090909090909,0.0060162136924596914,5,10
short,SR,candle,2.5,14,3,1075,0.27069767441860465,-0.06830991698853904,-73.43316076267946,0.9083154945254687,-0.1284860200673681,-0.015392819351037259,3,10
long,FIB,candle,1.5,14,5,161,0.37267080745341613,-0.06832298136645963,-11.0,0.8910891089108911,-0.1346153846153846,-0.006024096385542169,7,10
short,SR,macd,1.5,9,3,583,0.37564322469982847,-0.0689910759537311,-40.22179728102524,0.8909155965890192,-0.07916731921628206,-0.060273211502692256,5,10
long,BB,candle+macd,1.5,9,5,755,0.37350993377483444,-0.07056564763936252,-53.2770639677187,0.8881385059278653,-0.1146500439381199,-0.028867262480486353,5,10
long,BB,candle+macd,1.5,14,5,645,0.37364341085271313,-0.0709721921980135,-45.7770639677187,0.8876021558352545,-0.08902357048376947,-0.0530879563037923,5,10
short,FIB,candle+macd,2.5,9,3,185,0.2756756756756757,-0.07153470508219029,-13.233920440205203,0.9059649557206217,-0.24181405661837063,0.07638473160580476,5,10
long,BB+FIB,candle,2.5,9,5,151,0.26490066225165565,-0.0728476821192053,-11.0,0.9009009009009009,-0.22794117647058823,0.05421686746987952,5,10
short,BB,candle+macd,1.5,9,3,880,0.3727272727272727,-0.07393955531486572,-65.06680867708184,0.8831974771004539,-0.08868508525256386,-0.05912684756423956,5,10
long,BB+FIB,candle+macd,1.5,14,5,108,0.37037037037037035,-0.07407407407407407,-8.0,0.8823529411764706,-0.22413793103448276,0.1,4,10
short,SR+BB+FIB,candle+macd,1.5,9,5,54,0.37037037037037035,-0.07407407407407407,-4.0,0.8823529411764706,-0.047619047619047616,-0.09090909090909091,2,9
short,SR,macd,2.5,9,3,583,0.2675814751286449,-0.07408534687463551,-43.191757227912504,0.900294138779773,-0.07347943797794476,-0.07460442169377506,5,10
short,SR,candle,1.5,9,3,1223,0.3720359771054783,-0.07434834702488467,-90.92802841143396,0.8824350488070705,-0.1260987204438569,-0.028877972838015076,3,10
long,BB+FIB,candle+macd,1.5,9,5,127,0.3700787401574802,-0.07480314960629922,-9.5,0.88125,-0.23387096774193547,0.07692307692307693,6,10
long,SR+BB,candle+macd,1.5,9,5,459,0.37254901960784315,-0.07576702389481199,-34.7770639677187,0.880604866397675,-0.10670879202251064,-0.04330579393941386,4,10
short,BB,candle,2.5,9,5,906,0.2682119205298013,-0.07590764899696768,-68.77232999125272,0.8983067516718565,-0.026821164572290526,-0.12499413342164481,5,10
short,BB,candle+macd,2.5,14,3,803,0.26525529265255293,-0.0762532349740648,-61.23134768417403,0.896870279928785,-0.13154237432956262,-0.019991673569600923,3,10
short,SR+BB,candle,2.5,14,5,376,0.2686170212765957,-0.07705761691643492,-28.97366396057953,0.897064387648582,0.013316071575822755,-0.1609429380297613,6,10
short,SR+FIB,candle,1.5,9,3,234,0.3717948717948718,-0.07720275652212774,-18.06544502617789,0.8784007612066542,-0.2555435786880185,0.06060606060606061,4,10
short,BB,candle,2.5,14,3,946,0.2653276955602537,-0.07789266319568199,-73.68645938311516,0.8949117479422769,-0.12460976557794318,-0.02977204271609968,3,10
short,SR+BB,candle,2.5,14,3,537,0.2644320297951583,-0.08012868280394488,-43.0291026657184,0.8918945816335042,-0.14887958463884388,-0.014137853670446903,4,10
short,BB,macd,1.5,9,3,484,0.37190082644628103,-0.08071654685347485,-39.06680867708182,0.8735975278474515,-0.13159886309992075,-0.02898619200292154,3,10
long,SR+BB,candle,1.5,14,5,440,0.3704545454545454,-0.08113749509642887,-35.7004978424287,0.8725894560597641,-0.1590909090909091,-0.0031840811019486627,5,10
short,SR+BB,macd,2.5,9,3,278,0.262589928057554,-0.08147694197175225,-22.650589868147126,0.889590422904926,-0.0996256808192964,-0.06506849315068493,4,10
short,BB,candle+macd,2.5,14,5,724,0.26519337016574585,-0.08281167527255065,-59.95565289732667,0.8889618942303632,-0.0840000326628613,-0.08160345675593955,3,10
short,BB,candle,1.5,9,3,1058,0.3695652173913043,-0.08319652209453966,-88.02192037602296,0.8695047296210126,-0.10046469750996352,-0.06559880134676041,5,10
short,BB,candle,1.5,14,5,834,0.37050359712230213,-0.08482441070323903,-70.74355852650135,0.8675818221905766,-0.030009894141805736,-0.1401672599544211,3,10
short,BB+FIB,candle+macd,2.5,9,3,88,0.26136363636363635,-0.08522727272727272,-7.5,0.8846153846153846,-0.28205128205128205,0.07142857142857142,5,10
short,SR+FIB,candle,2.5,9,3,234,0.26495726495726496,-0.08762118203933,-20.503356597203222,0.8831739916846129,-0.2604455394723323,0.04592491234071721,3,10
long,BB+FIB,macd,1.5,9,5,74,0.3648648648648649,-0.08783783783783784,-6.5,0.8617021276595744,-0.0625,-0.10714285714285714,5,10
short,SR,macd,1.5,14,5,187,0.36363636363636365,-0.09090909090909091,-17.0,0.8571428571428571,0.04838709677419355,-0.22872340425531915,2,9
long,SR+BB,candle+macd,1.5,14,5,382,0.36649214659685864,-0.09234833499402802,-35.2770639677187,0.8561746320790861,-0.11654831376409092,-0.06630705349146035,4,10
short,SR+BB+FIB,macd,2.5,9,5,27,0.25925925925925924,-0.09259259259259259,-2.5,0.875,0.07692307692307693,-0.25,3,8
short,SR,macd,1.5,9,5,226,0.36283185840707965,-0.09292035398230089,-21.0,0.8541666666666666,0.10619469026548672,-0.2920353982300885,3,10
short,FIB,candle+macd,2.5,14,3,151,0.271523178807947,-0.0942643737761934,-14.233920440205203,0.8780652582683004,-0.2295212516785898,0.0257761053621834,4,10
short,SR+FIB,candle,2.5,14,5,83,0.26506024096385544,-0.09563748880753407,-7.937911571025328,0.8738771056604347,-0.4166666666666667,0.08607714016933343,3,10
short,SR,candle,1.5,14,3,1088,0.3630514705882353,-0.09816800335771399,-106.80678765319281,0.8472676233965549,-0.1521271560037202,-0.05108144502462422,3,10
short,FIB,candle,1.5,14,5,111,0.3603603603603604,-0.0990990990990991,-11.0,0.8450704225352113,-0.3627450980392157,0.125,4,10
short,BB,macd,2.5,14,3,404,0.2599009900990099,-0.09958254377270799,-40.231347684174025,0.8671054451680187,-0.23664049805623955,0.04021656959649416,4,10
long,SR+BB+FIB,candle,1.5,9,5,126,0.3571428571428571,-0.10714285714285714,-13.5,0.8333333333333334,-0.20833333333333334,-0.015151515151515152,5,10
short,BB+FIB,candle+macd,1.5,14,5,45,0.35555555555555557,-0.1111111111111111,-5.0,0.8275862068965517,-0.4444444444444444,0.1111111111111111,2,7
long,BB+FIB,candle,1.5,9,5,152,0.35526315789473684,-0.1118421052631579,-17.0,0.826530612244898,-0.2753623188405797,0.024096385542168676,5,10
short,SR+BB,candle,1.5,14,3,538,0.35687732342007433,-0.11343699380245055,-61.0291026657184,0.8251460918312912,-0.1767247377273331,-0.052459021553658586,4,10
short,SR+BB+FIB,candle,1.5,9,5,68,0.35294117647058826,-0.11764705882352941,-8.0,0.8181818181818182,-0.10714285714285714,-0.125,2,9
short,BB,candle+macd,1.5,14,3,807,0.3543990086741016,-0.11862620530876584,-95.73134768417404,0.8175612185041534,-0.16077502857998244,-0.07595183561272112,4,10
short,FIB,candle,1.5,14,3,200,0.35500000000000004,-0.12032722513088945,-24.06544502617789,0.8156828935760695,-0.239616055846421,-0.022727272727272728,2,10
short,FIB,candle,2.5,14,3,200,0.255,-0.12501678298601612,-25.003356597203226,0.8360471719763987,-0.20072716695753215,-0.06307192337295753,4,10
short,BB,candle,2.5,14,5,829,0.25331724969843183,-0.12706073530914044,-105.33334957127744,0.8328926279358055,-0.11337484781296318,-0.1408460360316822,5,10
long,SR+BB+FIB,candle,1.5,14,5,109,0.3486238532110092,-0.12844036697247707,-14.0,0.8028169014084507,-0.24107142857142858,-0.009433962264150943,5,10
short,BB,candle,1.5,14,3,951,0.35120925341745535,-0.1284820813702578,-122.18645938311516,0.8039327434937111,-0.1458769449738853,-0.11060505736823552,4,10
long,BB+FIB,candle,1.5,14,5,127,0.34645669291338577,-0.13385826771653545,-17.0,0.7951807228915663,-0.2857142857142857,0.015625,3,10
short,SR,macd,2.5,9,5,226,0.24778761061946905,-0.13409019013980253,-30.304382971595373,0.8220575275702108,0.08137714184428876,-0.3495575221238938,3,10
short,BB,macd,2.5,9,5,302,0.25165562913907286,-0.1343956854998925,-40.58749702096753,0.8239822299763422,-0.14688785620497455,-0.12104788666432532,2,10
short,BB,macd,1.5,9,5,302,0.3509933774834437,-0.1366990531436164,-41.28311404937216,0.7938762124539597,-0.058398221771670894,-0.220362955157476,3,10
short,SR+BB,macd,1.5,14,3,223,0.34529147982062774,-0.1367713004484305,-30.5,0.791095890410959,-0.2688679245283019,-0.017094017094017096,3,10
short,BB,macd,1.5,14,3,405,0.34814814814814815,-0.13884283378808404,-56.23134768417403,0.789970998276576,-0.2647544468462091,-0.009783430403505848,1,10
short,BB+FIB,candle,1.5,14,3,90,0.34444444444444444,-0.1388888888888889,-12.5,0.788135593220339,-0.25,-0.05,4,9
short,SR+BB,macd,1.5,9,5,151,0.34437086092715236,-0.1390728476821192,-21.0,0.7878787878787878,0.02564102564102564,-0.3150684931506849,3,10
short,BB+FIB,candle,2.5,14,5,61,0.24590163934426226,-0.13934426229508196,-8.5,0.8152173913043478,-0.35185185185185186,0.029411764705882353,2,7
short,SR+BB+FIB,candle+macd,1.5,14,5,35,0.34285714285714286,-0.14285714285714285,-5.0,0.782608695652174,-0.375,-0.021739130434782608,1,7
short,SR+BB,macd,2.5,9,5,151,0.2450331125827815,-0.14439988722910843,-21.804382971595373,0.8092428093766644,-0.061594653481991946,-0.2328767123287671,5,10
short,BB+FIB,candle,1.5,9,5,88,0.34090909090909094,-0.14772727272727273,-13.0,0.7758620689655172,-0.1875,-0.11458333333333333,2,9
short,SR+BB,macd,2.5,14,3,223,0.24215246636771298,-0.15246636771300448,-34.0,0.7988165680473372,-0.27358490566037735,-0.042735042735042736,1,10
short,BB,macd,2.5,14,5,265,0.24528301886792453,-0.1532130043770287,-40.601446159912605,0.8000927766514034,-0.24212099049206698,-0.059480553899158885,3,10
short,SR+FIB,candle+macd,2.5,9,3,166,0.25301204819277107,-0.1550236171096699,-25.733920440205203,0.8031580453370147,-0.33744456762749825,-0.015296931606652426,5,10
short,SR+BB+FIB,candle,1.5,14,3,80,0.3375,-0.15625,-12.5,0.7641509433962265,-0.3382352941176471,-0.021739130434782608,3,9
short,FIB,macd,2.5,9,5,54,0.24074074074074073,-0.1574074074074074,-8.5,0.7926829268292683,0.05,-0.4166666666666667,4,9
short,SR+BB+FIB,candle+macd,2.5,9,3,79,0.24050632911392406,-0.15822784810126583,-12.5,0.7916666666666666,-0.36363636363636365,-0.010869565217391304,4,10
short,SR,macd,2.5,14,5,187,0.24064171122994654,-0.15857643370827937,-29.653793103448244,0.7913963992373488,-0.02315906562847576,-0.2925531914893617,3,9
short,SR+FIB,candle,1.5,14,3,178,0.33707865168539325,-0.16609800576504433,-29.56544502617789,0.7527258396461889,-0.34547898684024175,-0.038461538461538464,2,10
short,SR+FIB,macd,2.5,9,5,42,0.23809523809523808,-0.16666666666666666,-7.0,0.78125,0.0,-0.3333333333333333,4,9
short,FIB,macd,1.5,9,5,54,0.33333333333333326,-0.16666666666666666,-9.0,0.75,0.0,-0.375,4,9
short,SR+BB,macd,1.5,14,5,126,0.33333333333333326,-0.16666666666666666,-21.0,0.75,-0.1044776119402985,-0.23728813559322035,2,9
short,SR+BB+FIB,macd,1.5,9,5,27,0.3333333333333333,-0.16666666666666666,-4.5,0.75,-0.038461538461538464,-0.2857142857142857,3,8
short,SR+FIB,macd,1.5,9,5,42,0.33333333333333337,-0.16666666666666666,-7.0,0.75,-0.047619047619047616,-0.2857142857142857,4,9
short,BB+FIB,macd,2.5,9,5,34,0.23529411764705882,-0.17647058823529413,-6.0,0.7692307692307693,-0.027777777777777776,-0.34375,3,8
short,BB,macd,1.5,14,5,265,0.33207547169811324,-0.18093453983571456,-47.94765305646436,0.7335466606979351,-0.20422545296671224,-0.15637977870536043,1,10
short,BB+FIB,macd,1.5,9,5,34,0.3235294117647059,-0.19117647058823528,-6.5,0.717391304347826,-0.027777777777777776,-0.375,3,8
short,BB+FIB,candle+macd,2.5,14,3,65,0.23076923076923078,-0.19230769230769232,-12.5,0.75,-0.375,-0.05405405405405406,3,9
short,SR+FIB,candle,2.5,14,3,178,0.23595505617977525,-0.19383908200675973,-34.50335659720323,0.7526700615754579,-0.31169520305645804,-0.10997991895216662,4,10
short,SR+BB,macd,2.5,14,5,126,0.23015873015873015,-0.1956650246305416,-24.653793103448244,0.7462395207030449,-0.2187133299022126,-0.1694915254237288,3,9
short,FIB,macd,1.5,14,3,103,0.3398058252427184,-0.19704862979786286,-20.296008869179875,0.7211933843014198,-0.3325716095750995,-0.07407407407407407,2,10
short,SR+BB+FIB,candle+macd,2.5,14,5,35,0.22857142857142854,-0.2,-7.0,0.7407407407407407,-0.7083333333333334,0.06521739130434782,3,7
short,FIB,macd,1.5,9,3,145,0.3310344827586207,-0.20548971633917154,-29.796008869179875,0.707296885210192,-0.34486969375623006,-0.07894736842105263,3,10
short,SR+FIB,candle+macd,2.5,14,3,133,0.24060150375939848,-0.20852571759552785,-27.733920440205203,0.7425702106923867,-0.35855187705482544,-0.09250548761367104,4,10
short,SR+FIB,macd,1.5,14,3,93,0.33333333333333326,-0.21823665450731047,-20.296008869179875,0.6961493775933582,-0.3852685090043872,-0.08653846153846154,3,10
short,BB+FIB,candle,2.5,14,3,90,0.2222222222222222,-0.2222222222222222,-20.0,0.7142857142857143,-0.3,-0.16,3,9
short,SR+FIB,macd,1.5,9,3,133,0.3233082706766917,-0.22778954036977347,-30.29600886917987,0.6804083923935142,-0.4033221842233877,-0.08783783783783784,3,10
short,BB+FIB,macd,1.5,9,3,65,0.3076923076923077,-0.23076923076923078,-15.0,0.6666666666666666,-0.3103448275862069,-0.16666666666666666,2,9
short,SR+BB+FIB,candle,2.5,14,5,46,0.21739130434782608,-0.2391304347826087,-11.0,0.6944444444444444,-0.38235294117647056,-0.15517241379310345,3,7
short,SR+BB+FIB,macd,1.5,9,3,60,0.30000000000000004,-0.25,-15.0,0.6428571428571429,-0.4,-0.14285714285714285,2,9
short,SR+BB+FIB,candle,2.5,14,3,80,0.2125,-0.25625,-20.5,0.6746031746031746,-0.38235294117647056,-0.16304347826086957,3,9
short,BB+FIB,candle,1.5,14,5,61,0.29508196721311475,-0.26229508196721313,-16.0,0.627906976744186,-0.4444444444444444,-0.11764705882352941,1,7
short,SR+BB+FIB,candle,1.5,14,5,46,0.28260869565217395,-0.29347826086956524,-13.5,0.5909090909090909,-0.4117647058823529,-0.22413793103448276,0,7
short,FIB,macd,2.5,9,3,145,0.2068965517241379,-0.3089379922012405,-44.79600886917987,0.6260642629747524,-0.4608117227417373,-0.17105263157894737,3,10
short,FIB,macd,2.5,14,5,31,0.1935483870967742,-0.3225806451612903,-10.0,0.6,-0.17647058823529413,-0.5,1,7
short,SR+BB+FIB,candle+macd,2.5,14,3,57,0.19298245614035087,-0.32456140350877194,-18.5,0.5978260869565217,-0.5434782608695652,-0.17647058823529413,3,9
short,SR+FIB,macd,2.5,9,3,133,0.20300751879699247,-0.32553390127202914,-43.29600886917987,0.6092277211871345,-0.48806794693525213,-0.19594594594594594,4,10
short,SR+BB+FIB,macd,1.5,14,3,38,0.2631578947368421,-0.34210526315789475,-13.0,0.5357142857142857,-0.5,-0.2391304347826087,0,8
short,BB+FIB,macd,1.5,14,3,42,0.26190476190476186,-0.34523809523809523,-14.5,0.532258064516129,-0.4444444444444444,-0.2708333333333333,0,8
short,FIB,macd,1.5,14,5,31,0.25806451612903225,-0.3548387096774194,-11.0,0.5217391304347826,-0.2647058823529412,-0.4642857142857143,1,7
short,FIB,macd,2.5,14,3,103,0.19417475728155337,-0.36695154241922207,-37.79600886917987,0.5695019698959474,-0.5264491605955076,-0.2222222222222222,4,10
short,BB+FIB,macd,2.5,9,3,65,0.16923076923076924,-0.4076923076923077,-26.5,0.5092592592592593,-0.5172413793103449,-0.3194444444444444,2,9
short,SR+FIB,macd,2.5,14,3,93,0.1827956989247312,-0.41178504160408463,-38.29600886917987,0.5260160816707357,-0.6047807041263384,-0.25961538461538464,4,10
short,SR+BB+FIB,macd,2.5,9,3,60,0.16666666666666669,-0.4166666666666667,-25.0,0.5,-0.58,-0.3,2,9
short,SR+FIB,macd,1.5,14,5,23,0.21739130434782608,-0.45652173913043476,-10.5,0.4166666666666667,-0.4444444444444444,-0.4642857142857143,2,7
short,BB+FIB,macd,1.5,14,5,19,0.21052631578947367,-0.47368421052631576,-9.0,0.4,-0.5,-0.4444444444444444,1,6
short,SR+BB+FIB,macd,1.5,14,5,15,0.2,-0.5,-7.5,0.375,-0.5833333333333334,-0.4444444444444444,1,6
short,SR+FIB,macd,2.5,14,5,23,0.13043478260869565,-0.5434782608695652,-12.5,0.375,-0.6111111111111112,-0.5,1,7
short,BB+FIB,macd,2.5,14,5,19,0.10526315789473684,-0.631578947368421,-12.0,0.29411764705882354,-0.65,-0.6111111111111112,1,6
short,BB+FIB,macd,2.5,14,3,42,0.09523809523809523,-0.6666666666666666,-28.0,0.2631578947368421,-0.8055555555555556,-0.5625,0,8
short,SR+BB+FIB,macd,2.5,14,3,38,0.07894736842105263,-0.7236842105263158,-27.5,0.21428571428571427,-1.0,-0.5434782608695652,1,8
short,SR+BB+FIB,macd,2.5,14,5,15,0.06666666666666667,-0.7666666666666667,-11.5,0.17857142857142858,-1.0,-0.6111111111111112,0,6
