symbol,tf,direction,k,tol,ttol,bottoms,entry,tp,slatr,trades,winrate,avg_r,sum_r,pf,net05,risk_pct,h1,h2,q_pos,q_n
US100,M10,long,3,0.5,0.4,3,confirm,2.5R,0.5,21,0.47619047619047616,0.44821693702604776,9.412555677547003,1.855686879777,0.3100668309335485,0.005700965020609527,0.641255567754699,0.2727272727272738,3,4
US100,M10,long,3,0.5,0.4,3,confirm,2.5R,1.0,21,0.47619047619047616,0.44684113607699755,9.383663857616948,1.85306035069245,0.32396988103265134,0.0063263968255889876,0.6383663857616964,0.27272727272727126,3,4
US100,M10,long,3,0.5,0.4,3,confirm,3.5R,0.5,21,0.42857142857142855,0.44876383393906916,9.424040512720453,1.7853367093933707,0.3106137278465698,0.005700965020609527,0.4151925471722648,0.4792831855452549,3,4
US100,M10,long,3,0.5,0.4,3,confirm,3.5R,1.0,21,0.38095238095238093,0.2247504038345769,4.719758480526115,1.379270462044322,0.10187914879023076,0.0063263968255889876,0.39163127950756477,0.07304051685913336,3,4
US100,M10,long,3,0.5,0.4,3,confirm,measured,0.5,20,0.7,0.08906991132665834,1.7813982265331667,1.2968997044221944,-0.0535659805948275,0.005469851093247945,0.22664348873129678,-0.023490288368045818,3,4
US100,M10,long,3,0.5,0.4,3,confirm,measured,1.0,20,0.7,0.047672445612971306,0.9534489122594261,1.1589081520432376,-0.07907361655734609,0.006091753845866736,0.18115552847712138,-0.06154098582133329,3,4
US100,M10,long,3,1.0,0.1,2,touch,1.5R,0.5,283,0.40636042402826855,-0.009579112432198885,-2.7108888183122843,0.9841379021715293,-0.17699905478585612,0.00511864526731922,0.0032209008060765164,-0.021421301550603337,2,4
US100,M10,long,3,1.0,0.1,2,touch,1.5R,1.0,270,0.3888888888888889,-0.04324516039361337,-11.676193306275609,0.9285840362564618,-0.1878655295438447,0.005813607944219921,-0.054426989827846495,-0.03270688948796917,1,4
US100,M10,long,3,1.0,0.1,2,touch,2.5R,0.5,259,0.3088803088803089,-0.0031356251597078563,-0.8121269163643348,0.995443626972686,-0.17022480115255262,0.005189132093152825,-0.017872089326439484,0.010192206402850894,2,4
US100,M10,long,3,1.0,0.1,2,touch,2.5R,1.0,245,0.2979591836734694,-0.06496952464445323,-15.91753353789104,0.9068992618113911,-0.2065556175478631,0.006008192270955049,-0.008229527290317624,-0.11855729992335907,1,4
US100,M10,long,3,1.0,0.1,2,touch,3.5R,0.5,249,0.26506024096385544,-0.013122255133307616,-3.2674415281935962,0.9822419346983666,-0.1772543633995949,0.005264510979271554,-0.015926539339019323,-0.010513618662878121,2,4
US100,M10,long,3,1.0,0.1,2,touch,3.5R,1.0,233,0.26609442060085836,-0.090634988023829,-21.117952209552154,0.8752900575168552,-0.23162063084038723,0.00603647061815358,-0.0070890802370315335,-0.1693073845230632,1,4
US100,M10,long,3,1.0,0.1,2,touch,measured,0.5,312,0.5769230769230769,0.029817911940077196,9.303188525304085,1.0703276096309098,-0.13644554586082563,0.00503840252685696,0.02245202288876289,0.03663817958018303,3,4
US100,M10,long,3,1.0,0.1,2,touch,measured,1.0,306,0.6078431372549019,0.02509452017613715,7.678923173897967,1.0644420947595952,-0.11817315956320823,0.0057389686456476375,0.014590027964315449,0.034934171108729616,3,4
US100,M10,long,3,1.0,0.1,2,confirm,1.5R,0.5,216,0.39814814814814814,-0.029044167954397897,-6.273540278149945,0.9514905004858473,-0.16910343291774235,0.006086827147563595,0.017977757100124662,-0.07435620482511962,1,4
US100,M10,long,3,1.0,0.1,2,confirm,1.5R,1.0,209,0.3875598086124402,-0.06738534056426647,-14.083536177931691,0.8890950229704169,-0.19101868718244663,0.0068222460186171015,-0.009893713048946578,-0.12012995296364247,1,4
