direction,level,closeback,depth_cap,div,entry,rr,trades,winrate,avg_r,sum_r,pf,risk_pct,h1_avg_r,h2_avg_r,pos_datasets
long,major,2,1.0,False,break,2.5,1034,0.269825918762089,-0.06886336766586794,-71.20472216650745,0.9072530568137844,0.004003351488120942,-0.11395334587468649,-0.027454204004708067,4
long,major,2,1.0,False,break,3.5,1006,0.21371769383697814,-0.0691069364867968,-69.52157810571758,0.913681158564799,0.003989453401962274,-0.1513699996014524,0.0068644965617283595,5
long,major,1,none,False,break,3.5,936,0.21474358974358973,-0.07022339879098567,-65.72910126836258,0.9122247064678842,0.004208115934494404,-0.1255542379047795,-0.01942787435865037,4
long,piv5,1,1.0,False,break,2.5,1744,0.26892201834862384,-0.0711129461320096,-124.02097805422474,0.9041976448433919,0.0038686037098744517,-0.09730787694173708,-0.04455503706625818,4
long,piv5,2,1.0,True,break,3.5,648,0.20987654320987653,-0.07235970218254954,-46.8890870142921,0.909369638685435,0.004213117328151711,-0.20954042931048544,0.05581214137280548,3
long,piv5,2,none,True,next_open,3.5,1023,0.21212121212121213,-0.07307391004572295,-74.75460997677457,0.9093994365668369,0.0031238074500463623,-0.18770816685079098,0.032312179700024375,3
long,piv5,2,1.0,True,next_open,3.5,972,0.20987654320987653,-0.07770934257041874,-75.53348097844702,0.9040358393430056,0.002907079298902298,-0.21007974516570596,0.04319590704417432,3
long,piv5,2,1.0,False,next_open,2.5,3170,0.2662460567823344,-0.08066133485686822,-255.69643149627225,0.8919149439074279,0.0023854858694408974,-0.1443311818562846,-0.018342782987277154,1
long,piv5,1,1.0,True,break,3.5,610,0.2081967213114754,-0.08086063024621236,-49.32498445018954,0.89898674780393,0.004192292491078228,-0.21141598560164734,0.0382353208773976,4
long,piv5,1,none,True,next_open,3.5,958,0.20981210855949894,-0.08172766628368332,-78.29510429976862,0.8991086471311903,0.003019915141102536,-0.1852709450657239,0.01431549572541269,2
long,major,1,1.0,False,break,3.5,889,0.21147356580427445,-0.08316229227051432,-73.93127782848723,0.8966450210151737,0.00398086273663633,-0.15651091763838612,-0.01688152159547809,4
long,piv5,2,none,False,next_open,2.5,3367,0.2655182655182655,-0.08500198465927264,-286.201682347771,0.8862655407809806,0.002618450220830064,-0.12533992615691433,-0.04568136368033983,1
long,piv3,2,none,False,break,1.5,3508,0.36801596351197263,-0.08565236970152153,-300.4685129129375,0.8656804907273044,0.0038886945072073693,-0.09165218834978055,-0.07956988994674231,2
long,major,1,1.0,False,break,2.5,904,0.26548672566371684,-0.08585666138194367,-77.61442188927708,0.8852945163362815,0.00399514879990348,-0.13852500843487786,-0.03765173357078357,2
long,piv5,1,1.0,False,next_open,2.5,2908,0.2640990371389271,-0.08757400524094873,-254.6652072406789,0.8828945226176628,0.0023116614373754735,-0.17358283117171347,-0.004014244184144747,1
long,piv5,1,none,False,next_open,2.5,3013,0.26352472618652506,-0.0903974955575678,-272.3676541149518,0.8793428028356599,0.002428032327089076,-0.16198932234396313,-0.021280793898164625,1
long,piv5,2,none,True,break,3.5,688,0.20784883720930233,-0.09068512662444121,-62.39136711761555,0.8866366332161486,0.00450123277346629,-0.21882082147958665,0.030211263436628208,4
long,piv5,1,1.0,True,next_open,3.5,923,0.20693391115926327,-0.09205458818727863,-84.96638489685817,0.8868674352289757,0.0028744927839024293,-0.20774978562567895,0.013340622729690589,3
long,major,2,none,False,next_open,2.5,1748,0.2637299771167048,-0.09285610507773503,-162.31247167588083,0.8760986108055234,0.0028517633308698448,-0.12675367342810775,-0.061640542135303865,2
long,piv3,2,1.0,False,break,1.5,3346,0.3649133293484758,-0.09318947321929887,-311.811977391774,0.8545186231958529,0.0036454634364462453,-0.11336360463608557,-0.07265030926782967,1
long,piv5,2,none,False,next_open,1.5,3495,0.3659513590844063,-0.09332769644391085,-326.1802990714684,0.8546874139687527,0.002614409788632279,-0.11014740973907154,-0.07721469379140397,2
long,piv3,2,none,False,next_open,1.5,5580,0.3664874551971326,-0.09431424989428618,-526.2735144101168,0.8535596324309548,0.002433421283924635,-0.09985063775454144,-0.08892278340002274,1
long,piv5,2,1.0,False,next_open,1.5,3258,0.3652547575199509,-0.09452972750067387,-307.9778521971955,0.8528518341109619,0.002369393703833585,-0.12459605402357378,-0.06537229839382297,2
long,major,2,1.0,False,next_open,2.5,1595,0.2626959247648903,-0.09487452293345255,-151.32486407885682,0.87377233438086,0.002511167998569505,-0.1588334784656415,-0.03636705100604799,2
long,piv3,2,1.0,False,next_open,1.5,5329,0.3659223118784012,-0.09548949163500804,-508.8635009229578,0.8518102129609448,0.0022104832940869706,-0.11103958194093973,-0.0802685343210697,1
long,piv5,2,1.0,True,break,2.5,663,0.2609351432880845,-0.0958339280821177,-63.53789431844404,0.871657308329038,0.004195047748740524,-0.18286175081331904,-0.016580925249092864,2
long,piv5,2,none,True,break,2.5,707,0.26166902404526166,-0.09612820695874734,-67.96264231983437,0.871054380330953,0.004470897340860232,-0.17877739193237888,-0.019559479735219515,3
long,piv5,1,none,True,break,3.5,637,0.20565149136577707,-0.0971782049483872,-61.90251655212265,0.8789316237426718,0.004394469760034379,-0.22319886583087745,0.020059197751384,4
long,major,2,none,False,next_open,1.5,1777,0.3646595385481148,-0.09783869201958519,-173.85935571880287,0.8482716444639578,0.0028540443250262633,-0.11231069148546902,-0.08480615346314223,2
long,major,2,1.0,False,next_open,1.5,1611,0.3649906890130354,-0.0978714388434931,-157.6708879768674,0.8483453852558238,0.002504051296593327,-0.1338263195932411,-0.06535904667616782,2
long,piv5,1,1.0,False,next_open,1.5,2983,0.3623868588669125,-0.10066144177855375,-300.27308082542584,0.8437520621860023,0.002297137438071702,-0.14904578201625415,-0.05396640986272298,1
