symbol,tf,direction,variant,rr,trades,winrate,avg_r,sum_r,pf,gross_win,gross_loss,h1_sum_r,h2_sum_r,h1_trades,h2_trades
US100,M30,short,07_retest,2.5,118,0.2966101694915254,0.022010772160232887,2.5972711149074805,1.0312765136727333,85.63949065652389,83.0422195416164,-2.0,4.59727111490748,58,60
US100,M30,short,08_choch,2.5,55,0.3090909090909091,0.06518181818181806,3.5849999999999937,1.0921238596942051,42.5,38.915000000000006,7.0,-3.415000000000007,28,27
US100,H1,long,00_base_div,1.5,59,0.2542372881355932,-0.3644067796610169,-21.5,0.5113636363636364,22.5,44.0,-15.0,-6.5,30,29
US100,H1,long,00_base_hid,1.5,32,0.4375,0.09375,3.0,1.1666666666666667,21.0,18.0,2.5,0.5,20,12
US100,H1,long,02_fib_deep,1.5,25,0.2,-0.5,-12.5,0.375,7.5,20.0,-9.0,-3.5,14,11
US100,H1,long,04a_hvn,1.5,12,0.3333333333333333,-0.16666666666666666,-2.0,0.75,6.0,8.0,-0.5,-1.5,8,4
US100,H1,long,04b_avwap,1.5,4,0.25,-0.375,-1.5,0.5,1.5,3.0,-2.0,0.5,2,2
US100,H1,long,05_triple_reg,1.5,39,0.358974358974359,-0.10256410256410256,-4.0,0.84,21.0,25.0,-5.5,1.5,18,21
US100,H1,long,05_triple_hid,1.5,101,0.39603960396039606,-0.009900990099009901,-1.0,0.9836065573770492,60.0,61.0,2.0,-3.0,48,53
US100,H1,long,06_ma200,1.5,103,0.3883495145631068,-0.02912621359223301,-3.0,0.9523809523809523,60.0,63.0,2.0,-5.0,48,55
US100,H1,long,06_ma200_bb,1.5,20,0.35,-0.125,-2.5,0.8076923076923077,10.5,13.0,-1.0,-1.5,11,9
US100,H1,long,10_wave5,1.5,33,0.45454545454545453,0.13636363636363635,4.5,1.25,22.5,18.0,0.5,4.0,17,16
US100,H1,long,11_mtf,1.5,9,0.3333333333333333,-0.16666666666666666,-1.5,0.75,4.5,6.0,-0.5,-1.0,3,6
US100,H1,long,12_obv,1.5,128,0.375,-0.0625,-8.0,0.9,72.0,80.0,-6.5,-1.5,64,64
US100,H1,long,12_obv_bb,1.5,95,0.3684210526315789,-0.07894736842105263,-7.5,0.875,52.5,60.0,-2.5,-5.0,50,45
US100,H1,long,03_reentry,1.5,78,0.23076923076923078,-0.4230769230769231,-33.0,0.45,27.0,60.0,-11.5,-21.5,39,39
US100,H1,long,07_bos,1.5,68,0.3235294117647059,-0.19117647058823528,-13.0,0.717391304347826,33.0,46.0,-8.0,-5.0,33,35
US100,H1,long,07_retest,1.5,63,0.30158730158730157,-0.24603174603174602,-15.5,0.6477272727272727,28.5,44.0,-9.5,-6.0,32,31
US100,H1,long,08_choch,1.5,7,0.42857142857142855,0.07142857142857142,0.5,1.125,4.5,4.0,-1.5,2.0,4,3
US100,H1,long,00_base_div,2.5,59,0.15254237288135594,-0.4661016949152542,-27.5,0.45,22.5,50.0,-23.0,-4.5,30,29
US100,H1,long,00_base_hid,2.5,32,0.34375,0.203125,6.5,1.3095238095238095,27.5,21.0,1.0,5.5,20,12
US100,H1,long,02_fib_deep,2.5,25,0.16,-0.44,-11.0,0.47619047619047616,10.0,21.0,-7.0,-4.0,14,11
US100,H1,long,04a_hvn,2.5,12,0.16666666666666666,-0.4166666666666667,-5.0,0.5,5.0,10.0,-1.0,-4.0,8,4
US100,H1,long,04b_avwap,2.5,4,0.25,-0.125,-0.5,0.8333333333333334,2.5,3.0,-2.0,1.5,2,2
US100,H1,long,05_triple_reg,2.5,39,0.20512820512820512,-0.28205128205128205,-11.0,0.6451612903225806,20.0,31.0,-11.0,0.0,18,21
US100,H1,long,05_triple_hid,2.5,101,0.3069306930693069,0.07425742574257425,7.5,1.1071428571428572,77.5,70.0,1.0,6.5,48,53
US100,H1,long,06_ma200,2.5,103,0.2815533980582524,-0.014563106796116505,-1.5,0.9797297297297297,72.5,74.0,-2.5,1.0,48,55
US100,H1,long,06_ma200_bb,2.5,20,0.25,-0.125,-2.5,0.8333333333333334,12.5,15.0,-4.0,1.5,11,9
US100,H1,long,10_wave5,2.5,33,0.30303030303030304,0.06060606060606061,2.0,1.0869565217391304,25.0,23.0,0.5,1.5,17,16
