detector,direction,zone,trigger,rr,trades,winrate,avg_r,sum_r,pf,h1_avg_r,h2_avg_r,pos_datasets
div,long,none,self,2.5,1477,0.25998645903859174,-0.09256684033225548,-136.72122317074135,0.8753363933493826,-0.08789134230447085,-0.09707446808510638,3
spring,short,none,self,1.5,7702,0.3626330823162815,-0.09663652678026852,-744.2945292616281,0.8490592392206685,-0.10553842511078258,-0.08803461583286087,0
failswing,short,none,candle,2.5,2898,0.26017943409247757,-0.09903586710178326,-287.0059428609679,0.8678076442169055,-0.1342077855552761,-0.06302886119897565,1
div,short,none,candle,1.5,1886,0.36320254506892896,-0.09957894796079675,-187.80589585406267,0.8454661526001395,-0.13195080157725497,-0.06781916720683458,3
hidden,long,none,self,1.5,2184,0.3608058608058608,-0.1002371302175292,-218.91789239508375,0.8437325316612169,-0.14181011828909187,-0.05820477211202659,3
pinbar,short,SR+BB,candle,1.5,1093,0.36322049405306495,-0.1004698962450566,-109.81359659584686,0.8443052889865508,-0.12813696064516475,-0.07355194008682861,3
div,short,SR,candle,1.5,1350,0.36148148148148146,-0.10101554515045105,-136.3709859531089,0.8429576895600323,-0.1553374672772128,-0.05131676533234989,2
div,short,SR+BB,candle,2.5,612,0.2581699346405229,-0.10142745464094431,-62.07360224025792,0.8641934210682565,-0.18052749285331837,-0.02386333950065518,5
pinbar,short,SR+BB,candle,2.5,1086,0.2596685082872928,-0.10166057793795852,-110.40338764062295,0.8646027361253965,-0.12062614334425353,-0.08317777237836918,4
pinbar,short,BB,candle,1.5,1613,0.36267823930564164,-0.10170447167107871,-164.04931280544997,0.8424949152301033,-0.09090524378750132,-0.11276114664347418,3
failswing,short,BB,candle,2.5,528,0.25946969696969696,-0.10555753388779182,-55.73437789275408,0.8600462918654312,-0.14012964617328447,-0.06375276212834674,2
spring,short,SR,self,1.5,7365,0.3579090291921249,-0.10857663582378022,-799.6669228421413,0.8316813061591309,-0.11981167157906937,-0.09772839473420561,0
failswing,short,SR,self,2.5,2506,0.2549880287310455,-0.11584277113212832,-290.3019844571136,0.8462222273060078,-0.11973609845586038,-0.11188679976457114,1
div,long,SR,self,2.5,1172,0.25341296928327645,-0.1160678187262176,-136.03148354712704,0.8451603771809164,-0.17222866703848183,-0.06197654941373534,3
pinbar,short,BB,candle,2.5,1595,0.2545454545454545,-0.12020663603158693,-191.72958447038116,0.840845375265279,-0.1329091425317565,-0.1072953652020846,2
failswing,short,SR+BB,self,2.5,324,0.25617283950617287,-0.12364506802495728,-40.06100204008616,0.8381772504152358,0.03228811297606991,-0.3137553845878534,4
div,long,BB,self,2.5,968,0.25,-0.12531930879038244,-121.3090909090902,0.8329786967732253,-0.09767396782322003,-0.15130260521042085,2
hidden,short,SR+BB,self,2.5,146,0.2534246575342466,-0.12548323202228331,-18.320551875253365,0.834682722967522,-0.040494535064065425,-0.234375,3
failswing,short,BB,self,2.5,597,0.2529313232830821,-0.1257303216751862,-75.06100204008615,0.8341416920553895,-0.03203973715706111,-0.2339649319488325,3
pinbar,short,BB,self,1.5,1979,0.34967155128852956,-0.12763022903806043,-252.58022326632158,0.8042894050963622,-0.08587643866521853,-0.16934184386507115,0
pinbar,short,BB,self,2.5,1966,0.25076297049847407,-0.127948837602669,-251.54741472684725,0.8304990715049716,-0.10858073380704866,-0.1472775753336641,2
div,short,BB,candle,1.5,951,0.3512092534174553,-0.1284820813702578,-122.18645938311516,0.8039327434937111,-0.1458769449738853,-0.11060505736823552,4
wbottom,short,SR,self,2.5,2477,0.24949535728704078,-0.1325639686392852,-328.36095031950947,0.8244222341777704,-0.14607735485923548,-0.11957485472715562,2
pinbar,short,SR+BB,self,1.5,1323,0.3476946334089191,-0.13276255026292447,-175.64485399784905,0.7970936311968355,-0.07710280373831775,-0.1852347342112321,0
wbottom,long,none,self,1.5,3220,0.35372670807453416,-0.13344119347918065,-429.6806430029617,0.7990438065141691,-0.14119260176991905,-0.12584233442909637,2
failswing,long,SR,self,1.5,2151,0.3491399349139935,-0.1357802370033259,-292.063289794154,0.7941133173997933,-0.16969121488202368,-0.10313782672775457,0
hidden,short,BB,self,2.5,156,0.25,-0.1366702043285472,-21.320551875253365,0.8205651165663895,-0.06614263494606097,-0.22794117647058823,4
failswing,short,none,self,2.5,3502,0.24871501998857795,-0.13764807926672978,-482.0435735920877,0.818749510863994,-0.1361689725730782,-0.13917700488502235,1
div,short,SR+BB,candle,1.5,614,0.34527687296416937,-0.14181368443038747,-87.07360224025791,0.7850425163261745,-0.21118365241630085,-0.07378636098613695,4
wbottom,long,SR,self,1.5,2655,0.35065913370998114,-0.1439501948899364,-382.1877674327812,0.7851293664742514,-0.1515185200623554,-0.1366451645236638,3
div,long,SR+BB,self,2.5,736,0.24456521739130435,-0.14444169960474212,-106.3090909090902,0.8089028336111395,-0.15267156242086405,-0.13660477453580902,1
wbottom,short,none,self,2.5,3165,0.2451816745655608,-0.14664917691855264,-464.14464494721915,0.806683528602776,-0.15082189457505543,-0.14255740685113094,3
failswing,long,SR+BB,self,1.5,325,0.3415384615384615,-0.14856867155970918,-48.28481825690548,0.7751944543903857,-0.25829143814747113,-0.04217083729278851,2
div,long,none,self,1.5,1493,0.3382451440053583,-0.1545142261377189,-230.68973962361432,0.7665531927993097,-0.16806240057791857,-0.14144736842105263,1
pinbar,short,SR+BB,self,2.5,1314,0.243531202435312,-0.15533641206877835,-204.11204545837475,0.7967238353711831,-0.142154361690628,-0.16777745961502083,0
hidden,short,SR,self,1.5,1490,0.3389261744966443,-0.15852915902092937,-236.20844694118475,0.7622960258934325,-0.19251939404519383,-0.1272546386506654,0
hidden,long,BB,self,1.5,324,0.33641975308641975,-0.15895061728395063,-51.5,0.7604651162790698,-0.21296296296296297,-0.10493827160493827,3
failswing,long,none,self,1.5,2741,0.3389273987595768,-0.160010805212153,-438.5896170865114,0.7606068977215313,-0.17040636148000463,-0.14971339145082432,0
failswing,short,SR+BB,candle,1.5,299,0.3377926421404682,-0.16213413774320595,-48.47810718521858,0.7575829281136337,-0.14259527668555128,-0.18788302440833232,1
hidden,short,none,self,1.5,1654,0.33796856106408707,-0.16283927314664878,-269.3361577845571,0.7568808745842222,-0.1906321085071657,-0.13648682030187123,0
div,long,SR,self,1.5,1182,0.33417935702199664,-0.16455160744500846,-194.5,0.752858958068615,-0.23575129533678757,-0.09618573797678276,2
failswing,long,BB,self,1.5,465,0.3333333333333333,-0.16835444786431286,-78.28481825690548,0.748106041035143,-0.23153376152033353,-0.1086116659134314,2
div,long,BB,self,1.5,974,0.33059548254620125,-0.1735112936344969,-169.0,0.74079754601227,-0.15605095541401273,-0.18986083499005965,0
div,long,SR+BB,self,1.5,739,0.3301759133964817,-0.17456021650879566,-129.0,0.7393939393939394,-0.2013888888888889,-0.14907651715039577,2
hidden,long,SR+BB,self,1.5,300,0.32666666666666666,-0.18333333333333332,-55.0,0.7277227722772277,-0.25675675675675674,-0.1118421052631579,1
failswing,short,SR,self,1.5,2526,0.32660332541567694,-0.19065507644984545,-481.59472311230957,0.7198556213118882,-0.20361740877443038,-0.1774021554102177,0
failswing,short,SR+BB,candle,2.5,298,0.2348993288590604,-0.19168295553656647,-57.12152074989681,0.7539154466791412,-0.17387343551018902,-0.21501480735406875,1
div,short,BB,self,2.5,1041,0.23246878001921228,-0.19174426103141057,-199.6057757336984,0.7519210254839603,-0.15557976863061632,-0.22939787958988456,1
failswing,short,none,self,1.5,3536,0.32268099547511314,-0.1992972083143341,-704.7149285994853,0.7083393036529411,-0.21794540456500838,-0.17987379836270798,0
failswing,short,BB,self,1.5,597,0.32160804020100503,-0.2040339801504633,-121.8082861498266,0.7027676348513527,-0.15625,-0.25923569007157615,1
div,short,SR+BB,self,2.5,663,0.22624434389140272,-0.21128165205293856,-140.07973531109826,0.7280426199906839,-0.18580060422960726,-0.23668594973222373,2
failswing,short,SR+BB,self,1.5,324,0.32098765432098764,-0.21237125354884753,-68.8082861498266,0.6939245998078187,-0.1151685393258427,-0.3308786722590863,2
div,short,none,self,2.5,2094,0.2282712511938873,-0.21332912962688844,-446.7111974387044,0.7278990372145628,-0.204003786396966,-0.22254820113909093,0
wbottom,short,SR,self,1.5,2481,0.31559854897218864,-0.21353051857934205,-529.7692165953476,0.6891516836443963,-0.2307412461832994,-0.1969597468277471,0
div,short,SR,self,2.5,1465,0.2279863481228669,-0.21366675640652402,-313.0217981355577,0.7273381057363892,-0.20435896756430907,-0.22213720831247713,1
wbottom,short,none,self,1.5,3170,0.31514195583596216,-0.21437000354039668,-679.5529112230574,0.6879998150084135,-0.22585111177916953,-0.20308994034895686,0
div,short,BB,self,1.5,1041,0.30547550432276654,-0.24129932032080262,-251.1925924539555,0.6550464876229309,-0.2525665859564167,-0.22956810845313388,0
div,short,SR+BB,self,1.5,663,0.3046757164404223,-0.24144756457179226,-160.07973531109826,0.6543149632674895,-0.2673716012084592,-0.21560161238282607,1
div,short,SR,self,1.5,1469,0.30020422055820284,-0.2519250057283009,-370.077833414874,0.641250692456438,-0.2670879527694397,-0.23819772033956568,0
div,short,none,self,1.5,2099,0.29728442115292997,-0.26243642183815047,-550.8540494382778,0.6295170668254989,-0.2835281203769672,-0.24168362582784028,0
wbottom,long,BB,candle,1.5,0,,,0.0,,,,0
wbottom,long,BB,candle,2.5,0,,,0.0,,,,0
wbottom,long,BB,self,1.5,0,,,0.0,,,,0
wbottom,long,BB,self,2.5,0,,,0.0,,,,0
wbottom,long,SR+BB,candle,1.5,0,,,0.0,,,,0
wbottom,long,SR+BB,candle,2.5,0,,,0.0,,,,0
wbottom,long,SR+BB,self,1.5,0,,,0.0,,,,0
wbottom,long,SR+BB,self,2.5,0,,,0.0,,,,0
wbottom,short,BB,candle,1.5,0,,,0.0,,,,0
wbottom,short,BB,candle,2.5,0,,,0.0,,,,0
wbottom,short,BB,self,1.5,0,,,0.0,,,,0
wbottom,short,BB,self,2.5,0,,,0.0,,,,0
wbottom,short,SR+BB,candle,1.5,0,,,0.0,,,,0
wbottom,short,SR+BB,candle,2.5,0,,,0.0,,,,0
wbottom,short,SR+BB,self,1.5,0,,,0.0,,,,0
wbottom,short,SR+BB,self,2.5,0,,,0.0,,,,0
